,statisticcat_desc,state_alpha,year,class_desc,short_desc,group_desc,commodity_desc,Value
2237,AREA PLANTED,KS,2012.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,6700
2238,AREA PLANTED,KS,2011.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,5800
2239,AREA PLANTED,KS,2010.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,9000
2240,AREA PLANTED,KS,2009.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,7900
2241,AREA PLANTED,KS,2008.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,5400
2242,AREA PLANTED,KS,2007.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,6500
2243,AREA PLANTED,KS,2006.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,11000
2244,AREA PLANTED,KS,2005.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,13000
2245,AREA PLANTED,KS,2004.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,9000
2246,AREA PLANTED,KS,2003.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,12000
2247,AREA PLANTED,KS,2002.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,19000
2248,AREA PLANTED,KS,2001.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,15000
2249,AREA PLANTED,KS,2000.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,17300
2250,AREA PLANTED,KS,1999.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,16500
2251,AREA PLANTED,KS,1998.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,18500
2252,AREA PLANTED,KS,1997.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,18000
2253,AREA PLANTED,MN,2022.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,12700
2254,AREA PLANTED,MN,2021.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,18200
2255,AREA PLANTED,MN,2020.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,22000
2256,AREA PLANTED,MN,2019.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,11400
2257,AREA PLANTED,MN,2018.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,8800
2258,AREA PLANTED,MN,2017.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,15900
2259,AREA PLANTED,MN,2016.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,21700
2260,AREA PLANTED,MN,2015.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,10700
2261,AREA PLANTED,MN,2014.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,9800
2262,AREA PLANTED,MN,2013.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,11600
2263,AREA PLANTED,MN,2012.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,21700
2264,AREA PLANTED,MN,2011.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,13000
2265,AREA PLANTED,MN,2010.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,24900
2266,AREA PLANTED,MN,2009.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,19000
2267,AREA PLANTED,MN,2008.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,15700
2268,AREA PLANTED,MN,2007.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,22000
2269,AREA PLANTED,MN,2006.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,16000
2270,AREA PLANTED,MN,2005.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,23000
2271,AREA PLANTED,MN,2004.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,18000
2272,AREA PLANTED,MN,2003.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,21000
2273,AREA PLANTED,MN,2002.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,25000
2274,AREA PLANTED,MN,2001.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,13000
2275,AREA PLANTED,MN,2000.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,39000
2276,AREA PLANTED,MN,1999.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,38000
2277,AREA PLANTED,MN,1998.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,55000
2278,AREA PLANTED,MN,1997.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,43000
2279,AREA PLANTED,NE,2022.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,75000
2280,AREA PLANTED,NE,2021.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,58000
2281,AREA PLANTED,NE,2020.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,77800
2282,AREA PLANTED,NE,2019.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,51000
2283,AREA PLANTED,NE,2018.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,65000
2284,AREA PLANTED,NE,2017.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,93600
2285,AREA PLANTED,NE,2016.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,84000
2286,AREA PLANTED,NE,2015.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,78300
2287,AREA PLANTED,NE,2014.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,72600
2288,AREA PLANTED,NE,2013.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,53300
2289,AREA PLANTED,NE,2012.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,82000
2290,AREA PLANTED,NE,2011.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,41000
2291,AREA PLANTED,NE,2010.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,83000
2292,AREA PLANTED,NE,2009.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,68500
2293,AREA PLANTED,NE,2008.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,51200
2294,AREA PLANTED,NE,2007.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,48000
2295,AREA PLANTED,NE,2006.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,64300
2296,AREA PLANTED,NE,2005.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,85000
2297,AREA PLANTED,NE,2004.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,57000
2298,AREA PLANTED,NE,2003.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,50000
2299,AREA PLANTED,NE,2002.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,80700
2300,AREA PLANTED,NE,2001.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,53500
2301,AREA PLANTED,NE,2000.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,39000
2302,AREA PLANTED,NE,1999.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,60000
2303,AREA PLANTED,NE,1998.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,76000
2304,AREA PLANTED,NE,1997.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,67000
2307,AREA PLANTED,TX,2015.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,0
2309,AREA PLANTED,TX,2003.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,1000
2310,AREA PLANTED,TX,2002.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,5500
2311,AREA PLANTED,TX,2001.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,1000
2312,AREA PLANTED,TX,2000.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,1000
2313,AREA PLANTED,TX,1999.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,1500
2314,AREA PLANTED,TX,1998.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,500
2315,AREA PLANTED,TX,1997.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,1500
2316,AREA PLANTED,WI,2014.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",FIELD CROPS,BEANS,0
2317,AREA HARVESTED,NE,2008.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,47300
2318,AREA HARVESTED,NE,2007.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,47400
2319,AREA HARVESTED,NE,2006.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,59500
2320,AREA HARVESTED,NE,2005.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,83600
2321,AREA HARVESTED,NE,2004.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,52000
2322,AREA HARVESTED,NE,2003.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,48500
2323,AREA HARVESTED,NE,2002.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,76000
2324,AREA HARVESTED,NE,2001.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,47500
2325,AREA HARVESTED,NE,2000.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,36000
2326,AREA HARVESTED,NE,1999.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,54000
2327,AREA HARVESTED,NE,1998.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,73700
2328,AREA HARVESTED,NE,1997.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,59700
2329,AREA PLANTED,NE,2008.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,51200
2330,AREA PLANTED,NE,2007.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,48000
2331,AREA PLANTED,NE,2006.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,64300
2332,AREA PLANTED,NE,2005.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,85000
2333,AREA PLANTED,NE,2004.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,57000
2334,AREA PLANTED,NE,2003.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,50000
2335,AREA PLANTED,NE,2002.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,80700
2336,AREA PLANTED,NE,2001.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,53500
2337,AREA PLANTED,NE,2000.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,39000
2338,AREA PLANTED,NE,1999.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,60000
2339,AREA PLANTED,NE,1998.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,76000
2340,AREA PLANTED,NE,1997.0,"DRY EDIBLE, PINTO","BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,67000
2341,AREA HARVESTED,CA,2008.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,2600
2342,AREA HARVESTED,CA,2007.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,2000
2343,AREA HARVESTED,CA,2006.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,2300
2344,AREA HARVESTED,CA,2005.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,4700
2345,AREA HARVESTED,CA,2004.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,5100
2346,AREA HARVESTED,CA,2003.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,5800
2347,AREA HARVESTED,CA,2002.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,8500
2348,AREA HARVESTED,CA,2001.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,8700
2349,AREA HARVESTED,CA,2000.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,17000
2350,AREA HARVESTED,CA,1999.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,11500
2351,AREA HARVESTED,CA,1998.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,14000
2352,AREA HARVESTED,CA,1997.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",FIELD CROPS,BEANS,14000
2353,AREA PLANTED,CA,2008.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,2600
2354,AREA PLANTED,CA,2007.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,2000
2355,AREA PLANTED,CA,2006.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,2300
2356,AREA PLANTED,CA,2005.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,4700
2357,AREA PLANTED,CA,2004.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,5800
2358,AREA PLANTED,CA,2003.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,5900
2359,AREA PLANTED,CA,2002.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,8500
2360,AREA PLANTED,CA,2001.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,8700
2361,AREA PLANTED,CA,2000.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,17000
2362,AREA PLANTED,CA,1999.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,11500
2363,AREA PLANTED,CA,1998.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,15000
2364,AREA PLANTED,CA,1997.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",FIELD CROPS,BEANS,15000
2365,AREA HARVESTED,CA,2008.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,2600
2366,AREA HARVESTED,CA,2007.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,2000
2367,AREA HARVESTED,CA,2006.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,2300
2368,AREA HARVESTED,CA,2005.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,4700
2369,AREA HARVESTED,CA,2004.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,5100
2370,AREA HARVESTED,CA,2003.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,5800
2371,AREA HARVESTED,CA,2002.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,8500
2372,AREA HARVESTED,CA,2001.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,8700
2373,AREA HARVESTED,CA,2000.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,17000
2374,AREA HARVESTED,CA,1999.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,11500
2375,AREA HARVESTED,CA,1998.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,14000
2376,AREA HARVESTED,CA,1997.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES HARVESTED",FIELD CROPS,BEANS,14000
2377,AREA PLANTED,CA,2008.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,2600
2378,AREA PLANTED,CA,2007.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,2000
2379,AREA PLANTED,CA,2006.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,2300
2380,AREA PLANTED,CA,2005.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,4700
2381,AREA PLANTED,CA,2004.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,5800
2382,AREA PLANTED,CA,2003.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,5900
2383,AREA PLANTED,CA,2002.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,8500
2384,AREA PLANTED,CA,2001.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,8700
2385,AREA PLANTED,CA,2000.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,17000
2386,AREA PLANTED,CA,1999.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,11500
2387,AREA PLANTED,CA,1998.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,15000
2388,AREA PLANTED,CA,1997.0,"DRY EDIBLE, RED, KIDNEY","BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,15000
2389,AREA HARVESTED,CA,2021.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,0
2391,AREA HARVESTED,CA,2014.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,0
2392,AREA HARVESTED,KS,2014.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,0
2401,AREA HARVESTED,MN,2012.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,2900
2402,AREA HARVESTED,MN,2011.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,1700
2403,AREA HARVESTED,MN,2010.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,1300
2404,AREA HARVESTED,MN,2009.0,"DRY EDIBLE, SMALL, RED","BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",FIELD CROPS,BEANS,1500
